ID_Parcela;Predio;INDV;CAP_cm;DAP_cm;Angulo -;Angulo +;Angulo +2;Distancia;HT_m;HC_m;Ctronco;A_Basal (m2);Vol_T;Vol_C
PL144;Pericuara ;22;44,4;14,13;10;30,00;15,00;18,60;7,44;4,65;;0,02;0,05;0,03
PL152;Pericuara ;19;44,4;14,13;10;25;10;21,68;7,59;4,34;2;0,02;0,05;0,03
PL142;Pericuara ;40;44,4;14,13;10;35;15;17,85;8,03;4,46;;0,02;0,06;0,03
PL158;Pericuara ;11;44,40;14,13;10;30;16;20,37;8,15;5,30;;0,02;0,06;0,04
PL138;Pericuara ;26;44,4;14,13;10;35;15;18,9;8,51;4,73;;0,02;0,06;0,03
PL138;Pericuara ;8;44,40;14,13;10;45;20;16,22;8,92;4,87;;0,02;0,06;0,03
PL34;Pericuara ;9;44,40;14,13;10,00;40,00;5,00;18,10;9,05;2,72;;0,02;0,06;0,02
PL8;Pericuara ;14;44,40;14,13;10,00;70,00;30,00;12,00;9,60;4,80;;0,02;0,07;0,03
PL153;Pericuara ;32;44,4;14,13;10;40;20;19,8;9,90;5,94;;0,02;0,07;0,04
PL29;Pericuara ;32;44,40;14,13;10,00;40,00;0,00;24,30;12,15;2,43;2;0,02;0,09;0,02
PL156;Pericuara ;34;44,5;14,16;10;20;5;12,61;3,78;1,89;;0,02;0,03;0,01
PL149;Pericuara ;7;44,5;14,16;10;20;10;15,5;4,65;3,10;3;0,02;0,03;0,02
PL95;Pericuara ;12;44,50;14,16;10,00;20,00;10,00;16,70;5,01;3,34;;0,02;0,04;0,02
PL101;Pericuara ;14;44,50;14,16;10,00;20,00;0,00;16,80;5,04;1,68;2;0,02;0,04;0,01
PL92;Pericuara ;9;44,50;14,16;10,00;25,00;15,00;21,30;7,46;5,33;;0,02;0,05;0,04
PL158;Pericuara ;9;44,50;14,16;10;40;20;17,00;8,50;5,10;;0,02;0,06;0,04
PL9;Pericuara ;22;44,50;14,16;10,00;35,00;20,00;19,00;8,55;5,70;;0,02;0,06;0,04
PL167;Pericuara ;63;44,5;14,16;10;40;25;20,5;10,25;7,18;;0,02;0,07;0,05
PO122;Pericuara ;26;44,60;14,20;10,00;20,00;0,00;18,80;5,64;1,88;3;0,02;0,04;0,01
PL33;Pericuara ;10;44,60;14,20;10,00;30,00;0,00;16,30;6,52;1,63;;0,02;0,05;0,01
PL26;Pericuara ;37;44,60;14,20;10,00;20,00;10,00;22,80;6,84;4,56;;0,02;0,05;0,03
PL37;Pericuara ;36;44,60;14,20;10,00;25,00;15,00;21,30;7,46;5,33;;0,02;0,05;0,04
PL138;Pericuara ;9;44,60;14,20;10;35;15;16,65;7,49;4,16;;0,02;0,05;0,03
PL6;Pericuara ;15 B;44,60;14,20;10,00;35,00;10,00;17,40;7,83;3,48;;0,02;0,06;0,02
PL168;Pericuara ;40;44,6;14,20;10;30;10;19,9;7,96;3,98;2;0,02;0,06;0,03
PL153;Pericuara ;24;44,6;14,20;10;40;20;16,94;8,47;5,08;;0,02;0,06;0,04
PL140;Pericuara ;4;44,6;14,20;10;40;20;16,97;8,49;5,09;;0,02;0,06;0,04
PL144;Pericuara ;52;44,6;14,20;10;35;17;18,87;8,49;5,09;;0,02;0,06;0,04
PL169;Pericuara ;4;44,6;14,20;10;40;15;17,73;8,87;4,43;;0,02;0,06;0,03
PL168;Pericuara ;59;44,6;14,20;10;55;20;19,14;12,44;5,74;;0,02;0,09;0,04
PL155;Pericuara ;15;44,70;14,23;10;20;10;18,16;5,45;3,63;;0,02;0,04;0,03
PL164;Pericuara ;20;44,7;14,23;10;20,00;10,00;18,40;5,52;3,68;;0,02;0,04;0,03
PL156;Pericuara ;26;44,7;14,23;10;30;10;15,72;6,29;3,14;;0,02;0,05;0,02
PL58;Pericuara ;6;44,70;14,23;10,00;32,00;10,00;15,00;6,30;3,00;;0,02;0,05;0,02
PL149;Pericuara ;23;44,7;14,23;10;40;15;16,4;8,20;4,10;;0,02;0,06;0,03
PL127;Pericuara ;6;44,70;14,23;10,00;40,00;5,00;18,40;9,20;2,76;2;0,02;0,07;0,02
PL158;Pericuara ;3;44,70;14,23;10;40;20;18,65;9,33;5,60;;0,02;0,07;0,04
PL144;Pericuara ;61;44,7;14,23;10;45;25;18,9;10,40;6,62;;0,02;0,07;0,05
PL51;Pericuara ;10;44,70;14,23;10,00;50,00;0,00;18,80;11,28;1,88;;0,02;0,08;0,01
PL98;Pericuara ;9;44,80;14,26;10,00;20,00;0,00;19,30;5,79;1,93;;0,02;0,04;0,01
PL6;Pericuara ;26;44,80;14,26;10,00;25,00;10,00;19,80;6,93;3,96;2;0,02;0,05;0,03
PL40;Pericuara ;4;44,80;14,26;10,00;25,00;10,00;19,90;6,97;3,98;2;0,02;0,05;0,03
PL29;Pericuara ;19;44,80;14,26;10,00;40,00;0,00;14,10;7,05;1,41;2;0,02;0,05;0,01
PL157;Pericuara ;40;44,8;14,26;10;35;15;18,82;8,47;4,71;;0,02;0,06;0,03
PL160;Pericuara ;11;44,80;14,26;10;40;20;17,29;8,65;5,19;;0,02;0,06;0,04
PL6;Pericuara ;46;44,80;14,26;10,00;45,00;10,00;15,96;8,78;3,19;;0,02;0,06;0,02
PL6;Pericuara ;19;44,80;14,26;10,00;30,00;10,00;28,80;11,52;5,76;2;0,02;0,08;0,04
PL95;Pericuara ;1;44,90;14,29;10,00;10,00;5,00;18,60;3,72;2,79;2;0,02;0,03;0,02
PL165;Pericuara ;44;44,9;14,29;10;25;10;14,53;5,09;2,91;;0,02;0,04;0,02
PL167;Pericuara ;2;44,90;14,29;10;40;20;17,48;8,74;5,24;;0,02;0,06;0,04
PL153;Pericuara ;28;44,9;14,29;10;40;20;18;9,00;5,40;;0,02;0,07;0,04
PL133;Pericuara ;8;44,90;14,29;10;45;20;17,30;9,52;5,19;;0,02;0,07;0,04
PL101;Pericuara ;29;45,00;14,32;10,00;11,00;0,00;14,00;2,94;1,40;;0,02;0,02;0,01
PL31;Pericuara ;7;45,00;14,32;10,00;30,00;0,00;11,60;4,64;1,16;2;0,02;0,03;0,01
PL32;Pericuara ;20B;45,00;14,32;10,00;25,00;0,00;14,50;5,08;1,45;;0,02;0,04;0,01
PL135;Pericuara ;40;45;14,32;10;20;5;18,36;5,51;2,75;;0,02;0,04;0,02
PL39;Pericuara ;33;45,00;14,32;10,00;30,00;10,00;17,40;6,96;3,48;3;0,02;0,05;0,03
PL133;Pericuara ;30B;45,1;14,36;10;25;10;15,5;5,43;3,10;;0,02;0,04;0,02
PL40;Pericuara ;13;45,10;14,36;10,00;20,00;10,00;18,90;5,67;3,78;;0,02;0,04;0,03
PL142;Pericuara ;30;45,1;14,36;10;40;15;14,18;7,09;3,55;3;0,02;0,05;0,03
PL144;Pericuara ;34;45,1;14,36;10;30;15;18,54;7,42;4,64;2;0,02;0,05;0,03
PL165;Pericuara ;19;45,1;14,36;10;40,00;20,00;16,72;8,36;5,02;;0,02;0,06;0,04
PL143;Pericuara ;44;45,1;14,36;10;40;20;16,86;8,43;5,06;;0,02;0,06;0,04
PL144;Pericuara ;11;45,10;14,36;10;45;20;16,72;9,20;5,02;2;0,02;0,07;0,04
PL167;Pericuara ;42;45,1;14,36;10;35;20;20,93;9,42;6,28;;0,02;0,07;0,05
PL8;Pericuara ;11;45,10;14,36;10,00;40,00;25,00;19,00;9,50;6,65;3;0,02;0,07;0,05
PL167;Pericuara ;38;45,1;14,36;10;45;20;17,63;9,70;5,29;;0,02;0,07;0,04
PL161;Pericuara ;14;45,10;14,36;10;45;20;19,80;10,89;5,94;;0,02;0,08;0,04
PL8;Pericuara ;6;45,10;14,36;10,00;70,00;20,00;14,40;11,52;4,32;3;0,02;0,08;0,03
PL92;Pericuara ;12;45,20;14,39;10,00;15,00;0,00;21,90;5,48;2,19;;0,02;0,04;0,02
PL6;Pericuara ;45;45,20;14,39;10,00;30,00;15,00;18,17;7,27;4,54;;0,02;0,05;0,03
PL163;Pericuara ;3;45,20;14,39;10;35;15;18;8,10;4,50;;0,02;0,06;0,03
PL33;Pericuara ;9;45,20;14,39;10,00;30,00;0,00;20,40;8,16;2,04;;0,02;0,06;0,01
PL139;Pericuara ;18;45,2;14,39;10;35,00;15,00;19,82;8,92;4,96;;0,02;0,07;0,04
PL167;Pericuara ;33;45,2;14,39;10;40;15;18,56;9,28;4,64;;0,02;0,07;0,03
PL164;Pericuara ;1;45,2;14,39;10;45;20;17,60;9,68;5,28;;0,02;0,07;0,04
PL115;Pericuara ;1;45,30;14,42;10,00;23,00;0,00;14,50;4,79;1,45;;0,02;0,04;0,01
PL152;Pericuara ;6;45,3;14,42;10;25;10;14,9;5,22;2,98;2;0,02;0,04;0,02
PL133;Pericuara ;31;45,3;14,42;10;25;10;15,3;5,36;3,06;;0,02;0,04;0,02
PL151;Pericuara ;18;45,3;14,42;10;25;10;16,63;5,82;3,33;;0,02;0,04;0,02
PL32;Pericuara ;29;45,30;14,42;10,00;20,00;0,00;24,30;7,29;2,43;2;0,02;0,05;0,02
PL144;Pericuara ;49;45,3;14,42;10;40;20;14,62;7,31;4,39;;0,02;0,05;0,03
PO6;Pericuara ;2;45,30;14,42;10,00;140,00;120,00;4,90;7,35;6,37;2;0,02;0,05;0,05
PL157;Pericuara ;37;45,3;14,42;10;35;10;16,94;7,62;3,39;2;0,02;0,06;0,03
PL160;Pericuara ;30;45,3;14,42;10;30;15;19,22;7,69;4,81;;0,02;0,06;0,04
PL3;Pericuara ;33B;45,30;14,42;10,00;35,00;0,00;18,00;8,10;1,80;2;0,02;0,06;0,01
PL26;Pericuara ;41;45,30;14,42;10,00;25,00;15,00;23,60;8,26;5,90;;0,02;0,06;0,04
PL27;Pericuara ;18;45,30;14,42;10,00;40,00;0,00;17,10;8,55;1,71;;0,02;0,06;0,01
PL165;Pericuara ;4;45,3;14,42;10;40;20;17,16;8,58;5,15;;0,02;0,06;0,04
PL127;Pericuara ;1;45,30;14,42;10,00;50,00;5,00;16,00;9,60;2,40;2;0,02;0,07;0,02
PL29;Pericuara ;18;45,30;14,42;10,00;35,00;5,00;22,10;9,95;3,32;;0,02;0,07;0,02
PL39;Pericuara ;19;45,30;14,42;10,00;35,00;0,00;23,20;10,44;2,32;2;0,02;0,08;0,02
PL154;Pericuara ;34;45,3;14,42;10;50;25;20,18;12,11;7,06;;0,02;0,09;0,05
PL148;Pericuara ;56;45,4;14,45;10;15;5;17,4;4,35;2,61;;0,02;0,03;0,02
PL138;Pericuara ;20;45,4;14,45;10;30;15;15,1;6,04;3,78;;0,02;0,04;0,03
PL144;Pericuara ;47;45,4;14,45;10;25;10;18,6;6,51;3,72;;0,02;0,05;0,03
PL151;Pericuara ;38;45,4;14,45;10;35;15;15,64;7,04;3,91;;0,02;0,05;0,03
PL68;Pericuara ;9;45,40;14,45;10,00;35,00;10,00;19,20;8,64;3,84;;0,02;0,06;0,03
PL167;Pericuara ;62;45,4;14,45;10;40;20;19,97;9,99;5,99;;0,02;0,07;0,04
PL143;Pericuara ;21;45,50;14,48;10;15,00;0,00;16,24;4,06;1,62;2;0,02;0,03;0,01
PL40;Pericuara ;7;45,50;14,48;10,00;30,00;15,00;16,30;6,52;4,08;;0,02;0,05;0,03
PL26;Pericuara ;16;45,50;14,48;10,00;30,00;10,00;17,10;6,84;3,42;;0,02;0,05;0,03
PL7;Pericuara ;1;45,50;14,48;10,00;40,00;10,00;17,40;8,70;3,48;;0,02;0,06;0,03
PL160;Pericuara ;51;45,5;14,48;10;45;20;16,75;9,21;5,03;;0,02;0,07;0,04
PL161;Pericuara ;18;45,50;14,48;10;40;10;18,66;9,33;3,73;;0,02;0,07;0,03
PL168;Pericuara ;41;45,5;14,48;10;45;20;17,46;9,60;5,24;;0,02;0,07;0,04
PL40;Pericuara ;18;45,60;14,51;10,00;25,00;0,00;14,90;5,22;1,49;;0,02;0,04;0,01
PL95;Pericuara ;30;45,60;14,51;10,00;10,00;5,00;27,00;5,40;4,05;;0,02;0,04;0,03
PL92;Pericuara ;2;45,60;14,51;10,00;20,00;10,00;19,50;5,85;3,90;2;0,02;0,04;0,03
PL54;Pericuara ;13;45,60;14,51;10,00;20,00;0,00;23,55;7,07;2,36;;0,02;0,05;0,02
PL168;Pericuara ;18;45,6;14,51;10;35;10;17,4;7,83;3,48;;0,02;0,06;0,03
PL145;Pericuara ;18;45,6;14,51;10;35;15;19,3;8,69;4,83;;0,02;0,06;0,04
PL135;Pericuara ;9;45,60;14,51;10;40;20;17,70;8,85;5,31;;0,02;0,07;0,04
PL154;Pericuara ;51;45,6;14,51;10;55;30;20,9;13,59;8,36;2;0,02;0,10;0,06
PL39;Pericuara ;45;45,70;14,55;10,00;20,00;0,00;11,70;3,51;1,17;;0,02;0,03;0,01
PL155;Pericuara ;36;45,7;14,55;10;40;20;14,25;7,13;4,28;3;0,02;0,05;0,03
PL151;Pericuara ;34;45,7;14,55;10;25;10;21,61;7,56;4,32;;0,02;0,06;0,03
PL163;Pericuara ;21;45,7;14,55;10;35;15;19,03;8,56;4,76;;0,02;0,06;0,04
PL156;Pericuara ;23;45,70;14,55;10;50;20;17,67;10,60;5,30;2;0,02;0,08;0,04
PL100;Pericuara ;17;45,80;14,58;10,00;35,00;0,00;11,40;5,13;1,14;2;0,02;0,04;0,01
PL127;Pericuara ;35;45,80;14,58;10,00;45,00;0,00;11,20;6,16;1,12;2;0,02;0,05;0,01
PL148;Pericuara ;27;45,8;14,58;10;30;10;16,45;6,58;3,29;;0,02;0,05;0,02
PL149;Pericuara ;16;45,8;14,58;10;25;10;20,18;7,06;4,04;;0,02;0,05;0,03
PL133;Pericuara ;4;45,8;14,58;10;40;20;14,40;7,20;4,32;;0,02;0,05;0,03
PL169;Pericuara ;36;45,8;14,58;10;40;20;15,55;7,78;4,67;;0,02;0,06;0,04
PL165;Pericuara ;22;45,80;14,58;10;45;20;16,33;8,98;4,90;;0,02;0,07;0,04
PL169;Pericuara ;38;45,9;14,61;10;20;10;13;3,90;2,60;;0,02;0,03;0,02
PL160;Pericuara ;31;45,9;14,61;10;30;15;17,4;6,96;4,35;;0,02;0,05;0,03
PL142;Pericuara ;8;45,90;14,61;10;30;15;18,98;7,59;4,75;2;0,02;0,06;0,04
PL134;Pericuara ;43;45,9;14,61;10;45;20;16,45;9,05;4,94;;0,02;0,07;0,04
PL29;Pericuara ;12;45,90;14,61;10,00;30,00;0,00;23,20;9,28;2,32;;0,02;0,07;0,02
PL144;Pericuara ;25;45,9;14,61;10;45;20;17,74;9,76;5,32;2;0,02;0,07;0,04
PL167;Pericuara ;14;45,90;14,61;10;50;25;16,90;10,14;5,92;2;0,02;0,08;0,04
PL27;Pericuara ;30;46,00;14,64;10,00;10,00;0,00;17,80;3,56;1,78;3;0,02;0,03;0,01
PL100;Pericuara ;7B;46,00;14,64;10,00;25,00;0,00;10,30;3,61;1,03;;0,02;0,03;0,01
PL151;Pericuara ;7;46;14,64;10;25;10;16,59;5,81;3,32;3;0,02;0,04;0,03
PL141;Pericuara ;20;46,00;14,64;10;30,00;15,00;15,39;6,16;3,85;;0,02;0,05;0,03
PL34;Pericuara ;16;46,00;14,64;10,00;35,00;0,00;14,30;6,44;1,43;2;0,02;0,05;0,01
PL7;Pericuara ;6;46,00;14,64;10,00;35,00;0,00;14,80;6,66;1,48;;0,02;0,05;0,01
PL138;Pericuara ;21;46;14,64;10;40;20;15,8;7,90;4,74;;0,02;0,06;0,04
PL98;Pericuara ;4;46,00;14,64;10,00;45,00;0,00;14,40;7,92;1,44;2;0,02;0,06;0,01
PL30;Pericuara ;22;46,00;14,64;10,00;45,00;0,00;14,90;8,20;1,49;2;0,02;0,06;0,01
PL128;Pericuara ;8;46,00;14,64;10,00;40,00;5,00;17,80;8,90;2,67;2;0,02;0,07;0,02
PL6;Pericuara ;22;46,00;14,64;10,00;35,00;5,00;19,91;8,96;2,99;;0,02;0,07;0,02
PO126;Pericuara ;4;46;14,64;10;55;25;27,32;17,76;9,56;;0,02;0,14;0,07
PL68;Pericuara ;5;46,10;14,67;10,00;30,00;0,00;14,60;5,84;1,46;2;0,02;0,04;0,01
PL155;Pericuara ;26;46,1;14,67;10;40;20;16,83;8,42;5,05;2;0,02;0,06;0,04
PL150;Pericuara ;21;46,1;14,67;10;45;15;20,8;11,44;5,20;2;0,02;0,09;0,04
PL100;Pericuara ;18;46,20;14,71;10,00;30,00;5,00;16,90;6,76;2,54;2;0,02;0,05;0,02
PL169;Pericuara ;25;46,2;14,71;10;30;10;17,5;7,00;3,50;;0,02;0,05;0,03
PL166;Pericuara ;10;46,2;14,71;10;25;10;21,45;7,51;4,29;2;0,02;0,06;0,03
PO125;Pericuara ;9;46,20;14,71;10,00;45,00;0,00;14,50;7,98;1,45;2;0,02;0,06;0,01
PL138;Pericuara ;22;46,2;14,71;10;40;20;16,25;8,13;4,88;;0,02;0,06;0,04
PL34;Pericuara ;15;46,20;14,71;10,00;40,00;0,00;17,60;8,80;1,76;;0,02;0,07;0,01
PL27;Pericuara ;17;46,20;14,71;10,00;40,00;5,00;17,60;8,80;2,64;;0,02;0,07;0,02
PL138;Pericuara ;28;46,2;14,71;10;50;25;15,55;9,33;5,44;;0,02;0,07;0,04
PL168;Pericuara ;25;46,2;14,71;10;45;25;21,42;11,78;7,50;;0,02;0,09;0,06
PL169;Pericuara ;8;46,3;14,74;10;25;10;13,63;4,77;2,73;2;0,02;0,04;0,02
PL127;Pericuara ;12;46,30;14,74;10,00;25,00;0,00;16,70;5,85;1,67;2;0,02;0,05;0,01
PL151;Pericuara ;28;46,3;14,74;10;40;15;17,24;8,62;4,31;;0,02;0,07;0,03
PL6;Pericuara ;18;46,30;14,74;10,00;35,00;10,00;19,56;8,80;3,91;;0,02;0,07;0,03
PL7;Pericuara ;4;46,30;14,74;10,00;35,00;5,00;19,80;8,91;2,97;;0,02;0,07;0,02
PL163;Pericuara ;4;46,3;14,74;10;40;10;18,2;9,10;3,64;;0,02;0,07;0,03
PL169;Pericuara ;17;46,3;14,74;10;40;20;18,28;9,14;5,48;;0,02;0,07;0,04
PL34;Pericuara ;19;46,30;14,74;10,00;50,00;0,00;17,20;10,32;1,72;3;0,02;0,08;0,01
PL168;Pericuara ;33;46,3;14,74;10;45;25;18,86;10,37;6,60;;0,02;0,08;0,05
PL167;Pericuara ;21;46,3;14,74;10;50,00;20,00;17,93;10,76;5,38;;0,02;0,08;0,04
PL69;Pericuara ;17;46,30;14,74;10,00;50,00;20,00;22,60;13,56;6,78;2;0,02;0,10;0,05
PL26;Pericuara ;31;46,40;14,77;10,00;10,00;5,00;26,00;5,20;3,90;;0,02;0,04;0,03
PL165;Pericuara ;3;46,40;14,77;10;30;15;17,46;6,98;4,37;;0,02;0,05;0,03
PL98;Pericuara ;39;46,40;14,77;10,00;35,00;0,00;15,60;7,02;1,56;2;0,02;0,05;0,01
PL164;Pericuara ;11;46,40;14,77;10;35;15;19,63;8,83;4,91;;0,02;0,07;0,04
PL157;Pericuara ;21;46,4;14,77;10;45;20;16,7;9,19;5,01;2;0,02;0,07;0,04
PL148;Pericuara ;30;46,4;14,77;10;45;20;16,8;9,24;5,04;;0,02;0,07;0,04
PL166;Pericuara ;34;46,4;14,77;10;40;20;18,57;9,29;5,57;2;0,02;0,07;0,04
PL128;Pericuara ;20;46,40;14,77;10,00;35,00;0,00;24,90;11,21;2,49;2;0,02;0,09;0,02
PL33;Pericuara ;28;46,50;14,80;0,00;20,00;15,00;16,10;3,22;2,42;;0,02;0,03;0,02
PL37;Pericuara ;13;46,50;14,80;10,00;10,00;0,00;18,50;3,70;1,85;2;0,02;0,03;0,01
PL110;Pericuara ;5;46,50;14,80;10,00;35,00;15,00;14,00;6,30;3,50;;0,02;0,05;0,03
PL40;Pericuara ;2;46,50;14,80;10,00;35,00;15,00;16,10;7,25;4,03;;0,02;0,06;0,03
PL3;Pericuara ;4;46,50;14,80;10,00;35,00;0,00;17,66;7,95;1,77;;0,02;0,06;0,01
PL144;Pericuara ;62;46,5;14,80;10;40;20;16,61;8,31;4,98;;0,02;0,06;0,04
PL34;Pericuara ;47;46,50;14,80;10,00;30,00;0,00;22,50;9,00;2,25;2;0,02;0,07;0,02
PL34;Pericuara ;15B;46,50;14,80;10,00;45,00;0,00;17,60;9,68;1,76;;0,02;0,08;0,01
PL151;Pericuara ;44;46,5;14,80;10;40;20;19,98;9,99;5,99;;0,02;0,08;0,05
PL169;Pericuara ;47;46,5;14,80;10;50;20;17,33;10,40;5,20;;0,02;0,08;0,04
PL6;Pericuara ;53;46,50;14,80;10,00;45,00;10,00;21,30;11,72;4,26;2;0,02;0,09;0,03
PL170;Pericuara ;10;46,60;14,83;10;20;10;16,00;4,80;3,20;;0,02;0,04;0,02
PL37;Pericuara ;3;46,60;14,83;10,00;30,00;20,00;19,70;7,88;5,91;;0,02;0,06;0,05
PL151;Pericuara ;10;46,6;14,83;10;40;15;15,8;7,90;3,95;;0,02;0,06;0,03
PL139;Pericuara ;32;46,6;14,83;10;35;15;18,44;8,30;4,61;;0,02;0,06;0,04
PL168;Pericuara ;35;46,6;14,83;10;45;20;15,34;8,44;4,60;2;0,02;0,07;0,04
PL39;Pericuara ;25;46,60;14,83;10,00;40,00;5,00;17,30;8,65;2,60;;0,02;0,07;0,02
PL144;Pericuara ;35;46,6;14,83;10;40;20;17,48;8,74;5,24;;0,02;0,07;0,04
PL167;Pericuara ;49;46,6;14,83;10;45;20;17;9,35;5,10;;0,02;0,07;0,04
PL148;Pericuara ;9;46,60;14,83;10;35;15;20,90;9,41;5,23;;0,02;0,07;0,04
PL166;Pericuara ;35;46,6;14,83;10;45;20;19,18;10,55;5,75;2;0,02;0,08;0,04
PL150;Pericuara ;12;46,6;14,83;10;45;20;19,44;10,69;5,83;;0,02;0,08;0,05
PL144;Pericuara ;65;46,6;14,83;10;50;25;19,43;11,66;6,80;;0,02;0,09;0,05
PL51;Pericuara ;9;46,70;14,87;10,00;30,00;0,00;16,30;6,52;1,63;2;0,02;0,05;0,01
PL123;Pericuara ;9;46,70;14,87;10,00;30,00;0,00;16,30;6,52;1,63;2;0,02;0,05;0,01
PL148;Pericuara ;1;46,7;14,87;10;25;10;18,73;6,56;3,75;2;0,02;0,05;0,03
PL84;Pericuara ;5;46,70;14,87;10,00;40,00;0,00;14,00;7,00;1,40;2;0,02;0,05;0,01
PL84;Pericuara ;5;46,70;14,87;10,00;40,00;0,00;14,00;7,00;1,40;2;0,02;0,05;0,01
PL87;Pericuara ;5;46,70;14,87;10,00;40,00;0,00;14,00;7,00;1,40;2;0,02;0,05;0,01
PL34;Pericuara ;24;46,70;14,87;10,00;50,00;5,00;12,40;7,44;1,86;2;0,02;0,06;0,01
PL39;Pericuara ;28;46,70;14,87;10,00;30,00;5,00;20,90;8,36;3,14;;0,02;0,07;0,02
PL29;Pericuara ;31;46,70;14,87;10,00;30,00;0,00;21,30;8,52;2,13;2;0,02;0,07;0,02
PL149;Pericuara ;34;46,7;14,87;10;35;10;19,39;8,73;3,88;;0,02;0,07;0,03
PL84;Pericuara ;7;46,70;14,87;10,00;40,00;0,00;18,00;9,00;1,80;2;0,02;0,07;0,01
PL84;Pericuara ;7;46,70;14,87;10,00;40,00;0,00;18,00;9,00;1,80;2;0,02;0,07;0,01
PL87;Pericuara ;7;46,70;14,87;10,00;40,00;0,00;18,00;9,00;1,80;2;0,02;0,07;0,01
PL167;Pericuara ;48;46,7;14,87;10;45;25;17,56;9,66;6,15;;0,02;0,08;0,05
PL61;Pericuara ;3;46,80;14,90;10,00;10,00;0,00;19,30;3,86;1,93;2;0,02;0,03;0,02
PL51;Pericuara ;4;46,80;14,90;10,00;23,00;7,00;16,60;5,48;2,82;;0,02;0,04;0,02
PL123;Pericuara ;4;46,80;14,90;10,00;23,00;7,00;16,60;5,48;2,82;;0,02;0,04;0,02
PL92;Pericuara ;4;46,80;14,90;10,00;25,00;15,00;15,80;5,53;3,95;;0,02;0,04;0,03
PL40;Pericuara ;14;46,80;14,90;10,00;30,00;15,00;14,90;5,96;3,73;;0,02;0,05;0,03
PL146;Pericuara ;15;46,8;14,90;10;45;15;15,4;8,47;3,85;;0,02;0,07;0,03
PL165;Pericuara ;12;46,80;14,90;10;45;20;16,40;9,02;4,92;;0,02;0,07;0,04
PL148;Pericuara ;13;46,80;14,90;10;55;25;18,62;12,10;6,52;;0,02;0,10;0,05
PL144;Pericuara ;50;46,9;14,93;10;30;15;18;7,20;4,50;2;0,02;0,06;0,04
PL155;Pericuara ;18;46,9;14,93;10;40;20;18,44;9,22;5,53;;0,02;0,07;0,04
PL158;Pericuara ;46;46,9;14,93;10;50;25;15,55;9,33;5,44;;0,02;0,07;0,04
PL155;Pericuara ;27;46,9;14,93;10;45;20;17,26;9,49;5,18;;0,02;0,08;0,04
PL159;Pericuara ;33;46,9;14,93;10;45;20;17,63;9,70;5,29;;0,02;0,08;0,04
PL134;Pericuara ;27;46,9;14,93;10;40;10;19,77;9,89;3,95;;0,02;0,08;0,03
PL157;Pericuara ;13;46,9;14,93;10;40;20;20,56;10,28;6,17;2;0,02;0,08;0,05
PL167;Pericuara ;28;46,9;14,93;10;50;25;18,2;10,92;6,37;;0,02;0,09;0,05
PL141;Pericuara ;2;46,90;14,93;10;50;25;19,28;11,57;6,75;;0,02;0,09;0,05
PL154;Pericuara ;50;46,9;14,93;10;50;20;20,56;12,34;6,17;;0,02;0,10;0,05
PL95;Pericuara ;15;47,00;14,96;10,00;10,00;5,00;20,70;4,14;3,11;2;0,02;0,03;0,02
PL101;Pericuara ;20;47,00;14,96;10,00;15,00;0,00;18,00;4,50;1,80;2;0,02;0,04;0,01
PL153;Pericuara ;37;47;14,96;10;30;15;16,66;6,66;4,17;;0,02;0,05;0,03
PL3;Pericuara ;36;47,00;14,96;10,00;20,00;0,00;22,30;6,69;2,23;;0,02;0,05;0,02
PL32;Pericuara ;23B;47,00;14,96;10,00;30,00;0,00;17,30;6,92;1,73;3;0,02;0,05;0,01
PL28;Pericuara ;2;47,00;14,96;10,00;40,00;0,00;14,80;7,40;1,48;2;0,02;0,06;0,01
PL92;Pericuara ;1;47,00;14,96;10,00;25,00;15,00;21,33;7,47;5,33;;0,02;0,06;0,04
PL9;Pericuara ;12;47,00;14,96;10,00;40,00;20,00;16,00;8,00;4,80;2;0,02;0,06;0,04
PL128;Pericuara ;5;47,00;14,96;10,00;25,00;0,00;22,90;8,02;2,29;2;0,02;0,06;0,02
PL68;Pericuara ;17;47,00;14,96;10,00;50,00;10,00;13,50;8,10;2,70;;0,02;0,06;0,02
PL148;Pericuara ;31;47;14,96;10;40;20;18,45;9,23;5,54;;0,02;0,07;0,04
PL163;Pericuara ;15;47;14,96;10;45;22;17,61;9,69;5,64;;0,02;0,08;0,04
PL8;Pericuara ;10;47,00;14,96;10,00;60,00;20,00;15,50;10,85;4,65;;0,02;0,09;0,04
PL143;Pericuara ;37;47,1;14,99;10;28;5;14,04;5,34;2,11;2;0,02;0,04;0,02
PL51;Pericuara ;15;47,10;14,99;10,00;30,00;0,00;15,50;6,20;1,55;3;0,02;0,05;0,01
PL92;Pericuara ;6;47,10;14,99;10,00;15,00;10,00;25,20;6,30;5,04;;0,02;0,05;0,04
PL155;Pericuara ;3;47,10;14,99;10;35;15;16,43;7,39;4,11;;0,02;0,06;0,03
PL168;Pericuara ;56;47,1;14,99;10;40;20;17;8,50;5,10;;0,02;0,07;0,04
PL157;Pericuara ;29;47,1;14,99;10;30;15;21,69;8,68;5,42;;0,02;0,07;0,04
PL167;Pericuara ;19;47,1;14,99;10;35,00;15,00;19,40;8,73;4,85;;0,02;0,07;0,04
PL39;Pericuara ;6;47,20;15,02;10,00;15,00;0,00;9,70;2,43;0,97;;0,02;0,02;0,01
